FECHA INICIO;FECHA TERMINO;CONCEPTO;LINE;KEY Equipment;UNIDAD;CONSUMO;ID;ID Unico;ID FABRICACION
5/08/2024;11/08/2024;Energía Eléctrica;UTILITIES;TOTAL PALETIZADO;[kWh];3179;259;259.3;unitario
5/08/2024;11/08/2024;Energía Eléctrica;UTILITIES;Vacío;[kWh];4085;260;260.3;MCE
5/08/2024;11/08/2024;Energía Refrigeracion;UTILITIES;Chiller 1;[TNh];9,350756113;287;287.4;
5/08/2024;11/08/2024;Energía Refrigeracion;UTILITIES;Chiller 2;[TNh];318,4044069;288;288.4;
5/08/2024;11/08/2024;GAS;UTILITIES;Calderas;[m3];6144,356819;216;216.5;VAPOR TOTAL
5/08/2024;11/08/2024;GAS;UTILITIES;Caldereta Duchas #1;[m3];489,84;282;282.5;TEMPERATURA
5/08/2024;11/08/2024;GAS;UTILITIES;Caldereta Duchas #2;[m3];531,82;283;283.5;TEMPERATURA
5/08/2024;11/08/2024;GAS;UTILITIES;Calefaccion SMD1;[m3];1118,817097;264;264.5;TEMPERATURA
5/08/2024;11/08/2024;GAS;UTILITIES;Cocina;[m3];91,4;219;219.5;unitario
5/08/2024;11/08/2024;GAS;PMD;HxD Lamina;[m3];2112,676632;204;204.5;
5/08/2024;11/08/2024;GAS;PMD;HxD Vena;[m3];2755,701813;205;205.5;
5/08/2024;11/08/2024;GAS;UTILITIES;MEDIDOR GENERAL;[m3];15086;225;225.5;MCE
5/08/2024;11/08/2024;HDD;UTILITIES;HDD;[°C];57,8;331;;
5/08/2024;11/08/2024;VACIO;UTILITIES;B. Busch 1;[m3];55114,31819;316;316.6;
5/08/2024;11/08/2024;VACIO;UTILITIES;B. Busch 2;[m3];49154,28164;317;317.6;
5/08/2024;11/08/2024;VACIO;UTILITIES;B. Busch 3;[m3];13123,01728;318;318.6;
5/08/2024;11/08/2024;VACIO;UTILITIES;B. Busch 4;[m3];18737,51553;319;319.6;
5/08/2024;11/08/2024;VACIO;SMD;SMD;[m3];136129,1039;265;265.6;
5/08/2024;11/08/2024;VAPOR;PMD;Admoist;[Tn];5,448441351;231;231.7;HxD VENA (pre-secado)
5/08/2024;11/08/2024;VAPOR;PMD;DCCC;[Tn];7,84940173;201;201.7;HxD LAMINA (pre-secado)
5/08/2024;11/08/2024;VAPOR;FMD;G51;[kg];2,385772365;51;51.7; GRUPO 51
5/08/2024;11/08/2024;VAPOR;UTILITIES;MEDIDOR GENERAL;[Tn];54,07705806;225;225.7;MCE
5/08/2024;11/08/2024;VAPOR;PMD;STS Vena;[Tn];26,63644389;266;266.7;HxD VENA (pre-secado)
5/08/2024;11/08/2024;AGUA;PMD;TOTAL PMD;[m3];56,9;279;279.2;TOTAL PMD
12/08/2024;18/08/2024;GAS;PMD;TOTAL PMD;[m3];4714;279;279.5;TOTAL PMD
12/08/2024;18/08/2024;AGUA;PMD;Admoist;[m3];15,48;231;231.2;HxD VENA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Agua caliente Primario;[m3];19;292;292.2;TOTAL PMD
12/08/2024;18/08/2024;AGUA;PMD;DCCC;[m3];1,18741;201;201.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;FIBEX;[m3];2,23375;202;202.2;
12/08/2024;18/08/2024;AGUA;PMD;HxD Lamina Control Spray;[m3];0,92;269;269.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;HxD Lamina Dummy Load;[m3];4,57;270;270.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;HxD Vena Control;[m3];1,79;271;271.2;HxD VENA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;HxD Vena Dummy Load;[m3];2,43;272;272.2;HxD VENA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Lavado Admoist;[m3];0,547;274;274.2;HxD VENA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Lavado DCCC;[m3];0;320;320.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Lavado Fibex;[m3];0,801;275;275.2;Fibex
12/08/2024;18/08/2024;AGUA;PMD;Lavado HxD Lamina;[m3];10;321;321.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Lavado RCC;[m3];1;322;322.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Lavado sala Casing;[m3];1,953;276;276.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;RCC;[m3];0,19946;277;277.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;AGUA;PMD;Sala Casing;[m3];2,35;278;278.2;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C13;[m3];0;13;13.1;GRUPO 13
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C25;[m3];0;25;25.1;GRUPO 25
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C32;[m3];3272,507294;32;32.1;GRUPO 32
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C33;[m3];10682,95675;33;33.1;GRUPO 33
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C61;[m3];7411,644103;61;61.1;GRUPO 61
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C62;[m3];0;62;62.1;GRUPO 62
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C63;[m3];8648,105902;63;63.1;GRUPO 63
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C64;[m3];2164,763124;64;64.1;GRUPO 64
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C65;[m3];4353,269091;65;65.1;GRUPO 65
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C68;[m3];3066,50608;68;68.1;GRUPO 68
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;C90;[m3];6337,667956;90;90.1;GRUPO 90
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;C96;[m3];0,75697;96;96.1;GRUPO 96
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;DCCC;[m3];0;201;201.1;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E13;[m3];0;401;401.1;GRUPO 13
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E25;[m3];2071,274482;404;404.1;GRUPO 25
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E32;[m3];3232,144149;409;409.1;GRUPO 32
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E33;[m3];3349,879532;410;410.1;GRUPO 33
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E61;[m3];1466,950493;411;411.1;GRUPO 61
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E62;[m3];7356,130022;412;412.1;GRUPO 62
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E63;[m3];9168,886257;413;413.1;GRUPO 63
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E64;[m3];1630,049253;414;414.1;GRUPO 64
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E65;[m3];3008,962103;415;415.1;GRUPO 65
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E68;[m3];3080,31448;417;417.1;GRUPO 68
12/08/2024;18/08/2024;A. COMPRIMIDO;GD;E90;[m3];1162,82223;420;420.1;GRUPO 90
12/08/2024;18/08/2024;A. COMPRIMIDO;FOCKE;E96;[m3];13,82168535;421;421.1;GRUPO 96
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;FIBEX;[m3];716,5018112;202;202.1;
12/08/2024;18/08/2024;A. COMPRIMIDO;FILTROMAT;FILTROMAT;[m3];16019,16563;203;203.1; GRUPO 203
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G100;[m3];2577,46041;100;100.1; GRUPO 100
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G101;[m3];3207,016583;101;101.1; GRUPO 101
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G102;[m3];245,9251288;102;102.1; GRUPO 102
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G44;[m3];49,67521711;44;44.1; GRUPO 44
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G45;[m3];376,4862589;45;45.1; GRUPO 45
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G46;[m3];0;46;46.1; GRUPO 46
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G51;[m3];1445,705898;51;51.1; GRUPO 51
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G73;[m3];2198,536827;73;73.1; GRUPO 73
12/08/2024;18/08/2024;A. COMPRIMIDO;FMD;G84;[m3];0;84;84.1; GRUPO 84
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;HXD Lamina;[m3];1389,623069;204;204.1;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;HXD Vena;[m3];3189,438723;205;205.1;HxD VENA (pre-secado)
12/08/2024;18/08/2024;A. COMPRIMIDO;UTILITIES;SALA COMPRESORES;[m3];149446,2148;206;206.1;MCE+MVAR
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;SOPLADO;[m3];1173,776974;280;280.1;
12/08/2024;18/08/2024;A. COMPRIMIDO;UTILITIES;TOTAL COMPRESORES;[m3];149446,2148;208;208.1;MCE+MVAR
12/08/2024;18/08/2024;A. COMPRIMIDO;PMD;TOTAL Proceso;[m3];6611,994;209;209.1;TOTAL PMD
12/08/2024;18/08/2024;AGUA;UTILITIES;Ablandador Duchas;[m3];4,73;298;298.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Ablandador Sala Caldera;[m3];55,19;299;299.2;TOTAL PMD
12/08/2024;18/08/2024;AGUA;UTILITIES;Ablandador Sala Máquinas;[m3];40,28;300;300.2;TEMPERATURA
12/08/2024;18/08/2024;AGUA;UTILITIES;Ablandador SMD2;[m3];19,94;301;301.2;HUMEDAD
12/08/2024;18/08/2024;AGUA;UTILITIES;Agua caliente Camarines;[m3];28;210;210.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Baños Op1;[m3];0,74677;211;211.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Baños Op2;[m3];0,15125;212;212.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;BOMBA JOCKEY;[m3];2,74;281;281.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Cabina 1 Climatizado SMD 1;[m3];2,1;213;213.2;HUMEDAD
12/08/2024;18/08/2024;AGUA;UTILITIES;Cabina 2 Climatizado SMD 1;[m3];0;214;214.2;HUMEDAD
12/08/2024;18/08/2024;AGUA;UTILITIES;Cabina 3 Climatizado SMD 1;[m3];1,43;215;215.2;HUMEDAD
12/08/2024;18/08/2024;AGUA;UTILITIES;CALDERA;[m3];50,7944;216;216.2;TOTAL PMD
12/08/2024;18/08/2024;AGUA;UTILITIES;Calderas (medidor sala bombas);[m3];73,31;217;217.2;TOTAL PMD
12/08/2024;18/08/2024;AGUA;UTILITIES;CLIMATIZADO SECTOR SMD2;[m3];19,26;218;218.2;HUMEDAD
12/08/2024;18/08/2024;AGUA;UTILITIES;Cocina;[m3];21,74441;219;219.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Complejo deportivo;[m3];20,62;220;220.2;unitario
12/08/2024;18/08/2024;AGUA;OTROS;CONSUMO FABRICA;[m3];115,1921887;221;221.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Duchas;[m3];54,57;222;222.2;unitario
12/08/2024;18/08/2024;AGUA;SMD;E62;[m3];0;412;412.2;GRUPO 62
12/08/2024;18/08/2024;AGUA;SMD;E63;[m3];0,1;413;413.2;GRUPO 63
12/08/2024;18/08/2024;AGUA;UTILITIES;Entrada Planta Riles;[m3];;302;302.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Entretecho Cocina 1;[m3];25;295;295.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Entretecho Cocina 2;[m3];1;296;296.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Estanque Agua Caliente (rojo);[m3];0;297;297.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Estanque Vacio;[m3];0;223;223.2;unitario
12/08/2024;18/08/2024;AGUA;OTROS;MATRIZ PMD;[m3];37,87557814;224;224.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;MEDIDOR GENERAL;[m3];237,03;225;225.2;MCE
12/08/2024;18/08/2024;AGUA;UTILITIES;Of. Produccion;[m3];7,66;255;255.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Osmosis_Ppal_Consumida;[m3];90,25029973;352;352.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Osmosis_Ppal_Entrada;[m3];111,75573;353;353.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Osmosis_Ppal_Rechazo;[m3];0,018748689;354;354.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Osmosis_Ppal_Reciclada;[m3];120,9320184;355;355.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;PLANTA OSMOSIS;[m3];11,86;226;226.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;PLANTA RILES;[m3];0,0452;227;227.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Planta Riles (Salida);[m3];11,81649;289;289.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;RECHAZO OSMOSIS;[m3];4,3032;228;228.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Reciclado Organico (ORCA);[m3];8,4;303;303.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Recuperación Cabinas SMD 1;[m3];29;323;323.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Recuperación Cabinas SMD 2;[m3];13;324;324.2;unitario
12/08/2024;18/08/2024;AGUA;UTILITIES;Recuperación Lluvia Norte;[m3];0;341;341.2;PRECIPITACIONES
12/08/2024;18/08/2024;AGUA;UTILITIES;Recuperación Lluvia Sur;[m3];0;342;342.2;PRECIPITACIONES
12/08/2024;18/08/2024;AGUA;UTILITIES;RETORNO CONDENSADO;[m3];5,38856;284;284.2;VAPOR TOTAL
12/08/2024;18/08/2024;AGUA;SMD;Sala Pasteros;[m3];8,18;290;290.2;
12/08/2024;18/08/2024;AGUA;UTILITIES;Torre sulzer 1;[m3];0;229;229.2;TEMPERATURA
12/08/2024;18/08/2024;AGUA;UTILITIES;Torre sulzer 2;[m3];12,24;230;230.2;
12/08/2024;18/08/2024;CDD;UTILITIES;CDD;[°C];0,1;328;;
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AA Bod Hebras 1;[kWh];5051,25;364;364.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AA Bod Hebras 2;[kWh];2569;365;365.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AA Bod Hebras 3;[kWh];2301;366;366.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AA Oficinas;[kWh];1182;367;367.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;PMD;Admoist;[kWh];97;231;231.3;HxD VENA (pre-secado)
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Aire Acondicionado SMD1;[kWh];2603;232;232.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Aire Acondicionado SMD2;[kWh];5654,001;233;233.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;ALMACENES;[kWh];1475;234;234.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AN3;[kWh];34;237;237.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;AN4;[kWh];1389,25;238;238.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;Supply;BMP;[kWh];1120;368;368.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;Supply;BPT;[kWh];3974;239;239.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;GD;C13;[kWh];0;13;13.3;GRUPO 13
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C25;[kWh];1270,125;25;25.3;GRUPO 25
12/08/2024;18/08/2024;Energía Eléctrica;GD;C32;[kWh];1984;32;32.3;GRUPO 32
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C33;[kWh];3273;33;33.3;GRUPO 33
12/08/2024;18/08/2024;Energía Eléctrica;GD;C61;[kWh];1033;61;61.3;GRUPO 61
12/08/2024;18/08/2024;Energía Eléctrica;GD;C62;[kWh];1473;62;62.3;GRUPO 62
12/08/2024;18/08/2024;Energía Eléctrica;GD;C63;[kWh];1970;63;63.3;GRUPO 63
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C64;[kWh];1441;64;64.3;GRUPO 64
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C65;[kWh];2280;65;65.3;GRUPO 65
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C68;[kWh];1461;68;68.3;GRUPO 68
12/08/2024;18/08/2024;Energía Eléctrica;GD;C90;[kWh];1123;90;90.3;GRUPO 90
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;C96;[kWh];0;96;96.3;GRUPO 96
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Cabina 1 Climatizado SMD 1;[kWh];1453;213;213.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Cabina 2 Climatizado SMD 1;[kWh];0;214;214.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Cabina 3 Climatizado SMD 1;[kWh];1150;215;215.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Calderas;[kWh];1361;216;216.3;VAPOR TOTAL
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Chiller SMD1;[kWh];0;329;329.3;TEMPERATURA
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Chiller SMD2;[kWh];0;330;330.3;TEMPERATURA
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Climatizado Bod Transito;[kWh];2402;375;375.3;
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;CLIMATIZADO BODEGA HEBRAS;[kWh];9921,25;285;285.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Cocina;[kWh];27;219;219.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Colector 1;[kWh];331;241;241.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Colector 2;[kWh];789;242;242.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Complejo deportivo;[kWh];461,6875;220;220.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Compresor SALA;[kWh];18193;243;243.3;MCE+MVAR
12/08/2024;18/08/2024;Energía Eléctrica;PMD;DCCC;[kWh];254,453125;201;201.3;HxD LAMINA (pre-secado)
12/08/2024;18/08/2024;Energía Eléctrica;GD;E13;[kWh];0;401;401.3;GRUPO 13
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E25;[kWh];1;404;404.3;GRUPO 25
12/08/2024;18/08/2024;Energía Eléctrica;GD;E32;[kWh];489;409;409.3;GRUPO 32
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E33;[kWh];938,9375;410;410.3;GRUPO 33
12/08/2024;18/08/2024;Energía Eléctrica;GD;E61;[kWh];3146;411;411.3;GRUPO 61
12/08/2024;18/08/2024;Energía Eléctrica;GD;E62;[kWh];2150;412;412.3;GRUPO 62
12/08/2024;18/08/2024;Energía Eléctrica;GD;E63;[kWh];3328;413;413.3;GRUPO 63
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E64;[kWh];642;414;414.3;GRUPO 64
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E65;[kWh];914;415;415.3;GRUPO 65
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E68;[kWh];685;417;417.3;GRUPO 68
12/08/2024;18/08/2024;Energía Eléctrica;GD;E90;[kWh];794;420;420.3;GRUPO 90
12/08/2024;18/08/2024;Energía Eléctrica;FOCKE;E96;[kWh];0;421;421.3;GRUPO 96
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;EP3;[kWh];1375;246;246.3;MCE1
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;EP4;[kWh];2505;247;247.3;MCE2
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;EP5;[kWh];1;248;248.3;MCE3
12/08/2024;18/08/2024;Energía Eléctrica;PMD;Extractores Techo;[kWh];155;369;369.3;TOTAL PMD
12/08/2024;18/08/2024;Energía Eléctrica;PMD;Fibex;[kWh];2045;202;202.3;Fibex
12/08/2024;18/08/2024;Energía Eléctrica;FILTROMAT;FILTROMAT;[kWh];1880;203;203.3; GRUPO 203
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G100;[kWh];706;100;100.3; GRUPO 100
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G101;[kWh];583;101;101.3; GRUPO 101
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G102;[kWh];237;102;102.3; GRUPO 102
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G44;[kWh];184;44;44.3; GRUPO 44
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G46;[kWh];1;46;46.3; GRUPO 46
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G51;[kWh];493;51;51.3; GRUPO 51
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G73;[kWh];100;73;73.3; GRUPO 73
12/08/2024;18/08/2024;Energía Eléctrica;FMD;G84;[kWh];2586;84;84.3; GRUPO 84
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Generador 1;[kWh];0;356;356.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Generador 2;[kWh];0;357;357.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Generador 3;[kWh];0;358;358.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Generador 4;[kWh];0;359;359.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;PMD;General PMD;[kWh];12669,5;251;251.3;TOTAL PMD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Humidificadores SMD;[kWh];1212,999;370;370.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;PMD;HxD Lamina;[kWh];2188;204;204.3;
12/08/2024;18/08/2024;Energía Eléctrica;PMD;HxD Vena;[kWh];2353;205;205.3;
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminación Acceso;[kWh];980;345;345.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminación BPT;[kWh];2923,25;346;346.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminacion FMD;[kWh];2505;347;347.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminación Oficinas;[kWh];758,625;348;348.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminacion PMD;[kWh];2684;349;349.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminacion SMD 1.1;[kWh];2117;350;350.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Iluminacion SMD 2;[kWh];341;351;351.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Manejadoras SMD 2;[kWh];5654,001;315;315.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;MEDIDOR GENERAL;[kWh];119532;225;225.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;OFICINAS;Of. Adminstrativas;[kWh];338,0625;254;254.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;OFICINAS;Of. Produccion;[kWh];338,0625;255;255.3;unitario
18/11/2024;24/11/2024;Energía Eléctrica;UTILITIES;Osmosis Ppal;[kWh];174,158;360;360.3;
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Planta de Riles;[kWh];1803;361;361.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Planta Solar;[kWh];531,806;291;291.3;IRRADIACION
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Planta_Solar_Ppal;[kWh];34163,5;362;362.3;IRRADIACION
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Sala de Bombas;[kWh];3516;371;371.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;OFICINAS;TD Computacion;[kWh];1262;372;372.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TDF Laboratorio;[kWh];671;373;373.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL ALUMBRADO;[kWh];12359,8;286;286.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL AN;[kWh];1423,3;257;257.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Total Climatizado Producción;[kWh];18178,3;374;374.3;HUMEDAD
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL COMPRESORES;[kWh];18193;208;208.3;MCE+MVAR
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL Energía Electrica;[kWh];154227,306;363;363.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL EP;[kWh];3881;258;258.3;MCE
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;TOTAL PALETIZADO;[kWh];2595;259;259.3;unitario
12/08/2024;18/08/2024;Energía Eléctrica;UTILITIES;Vacío;[kWh];3368;260;260.3;MCE
12/08/2024;18/08/2024;Energía Refrigeracion;UTILITIES;Chiller 1;[TNh];9,62013727;287;287.4;
12/08/2024;18/08/2024;Energía Refrigeracion;UTILITIES;Chiller 2;[TNh];231,2304924;288;288.4;
12/08/2024;18/08/2024;GAS;UTILITIES;Calderas;[m3];5597,838918;216;216.5;VAPOR TOTAL
12/08/2024;18/08/2024;GAS;UTILITIES;Caldereta Duchas #1;[m3];500,39;282;282.5;TEMPERATURA
12/08/2024;18/08/2024;GAS;UTILITIES;Caldereta Duchas #2;[m3];524,62;283;283.5;TEMPERATURA
12/08/2024;18/08/2024;GAS;UTILITIES;Calefaccion SMD1;[m3];579,570007;264;264.5;TEMPERATURA
12/08/2024;18/08/2024;GAS;UTILITIES;Cocina;[m3];72,6;219;219.5;unitario
12/08/2024;18/08/2024;GAS;PMD;HxD Lamina;[m3];1859,157029;204;204.5;
12/08/2024;18/08/2024;GAS;PMD;HxD Vena;[m3];2854,841899;205;205.5;
12/08/2024;18/08/2024;GAS;UTILITIES;MEDIDOR GENERAL;[m3];14109;225;225.5;MCE
12/08/2024;18/08/2024;HDD;UTILITIES;HDD;[°C];45,4;331;;
12/08/2024;18/08/2024;VACIO;UTILITIES;B. Busch 1;[m3];15626,72339;316;316.6;
12/08/2024;18/08/2024;VACIO;UTILITIES;B. Busch 2;[m3];13931,99345;317;317.6;
12/08/2024;18/08/2024;VACIO;UTILITIES;B. Busch 3;[m3];4675,844536;318;318.6;
12/08/2024;18/08/2024;VACIO;UTILITIES;B. Busch 4;[m3];2224,323929;319;319.6;
12/08/2024;18/08/2024;VACIO;SMD;SMD;[m3];36458,86629;265;265.6;
12/08/2024;18/08/2024;VAPOR;PMD;Admoist;[Tn];5,469751466;231;231.7;HxD VENA (pre-secado)
12/08/2024;18/08/2024;VAPOR;PMD;DCCC;[Tn];6,30534113;201;201.7;HxD LAMINA (pre-secado)
